,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,BlackBerry,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
591,4 abr 2020,96,3,10,1.1,11,95,1,8,88,0,32.0,39.732438468670246,74,7,0,14,0,1,0,0,0,0,9.6,21.909815152118462,85,1,10,0,24.0,35.43303543305315
592,5 abr 2020,51,16,25,1.04,26,49,2,32,19,0,17.0,13.140268896284685,18,31,0,1,0,1,0,0,0,0,5.1,10.133607452432724,24,6,20,1,12.75,9.522998477370457
593,6 abr 2020,67,15,22,1.0454545454545454,23,67,0,9,58,0,22.33333333333333,25.48637980482037,58,9,0,0,0,0,0,0,0,0,6.7,17.309246084101982,42,0,25,0,16.75,17.795715776557007
594,7 abr 2020,28,11,16,1.0625,17,28,0,8,20,0,9.333333333333334,8.219218670625303,19,8,1,0,0,0,0,0,0,0,2.8,5.895761189193468,16,0,11,1,7.0,6.745368781616022
595,8 abr 2020,50,10,14,1.2857142857142858,18,50,0,32,18,0,16.666666666666668,13.097921802925669,16,32,2,0,0,0,0,0,0,0,5.0,10.16857905510893,32,2,16,0,12.5,12.835497652993435
596,9 abr 2020,431,17,23,1.3478260869565215,31,429,2,42,389,0,143.66666666666666,174.32217937549493,389,42,0,0,0,0,0,0,0,0,43.1,115.9779720464192,391,10,29,1,107.75,163.8465364296725
597,10 abr 2020,61,9,12,1.5833333333333333,19,60,1,55,6,0,20.33333333333333,24.635114955869174,6,54,0,0,0,1,0,0,0,0,6.1,16.065179737556626,48,0,13,0,15.25,19.63892817849284
598,11 abr 2020,23,4,8,1.375,11,22,1,11,12,0,7.666666666666668,5.436502143433364,12,10,0,0,0,1,0,0,0,0,2.3,4.382921400162226,8,0,15,0,5.75,6.2599920127744575
599,12 abr 2020,18,5,9,1.2222222222222223,11,18,0,13,5,0,6.0,5.354126134736337,5,13,0,0,0,0,0,0,0,0,1.8,4.019950248448357,9,0,8,1,4.5,4.031128874149275
600,13 abr 2020,22,8,11,1.0909090909090908,12,21,1,9,13,0,7.333333333333332,5.436502143433364,13,9,0,0,0,0,0,0,0,0,2.2,4.489988864128731,18,0,4,0,5.5,7.399324293474371
601,14 abr 2020,131,17,23,1.173913043478261,27,129,2,31,100,0,43.66666666666666,41.79579989531112,97,22,1,2,0,9,0,0,0,0,13.1,28.745260478903305,107,2,22,0,32.75,43.72284871780429
602,15 abr 2020,54,7,17,1.1764705882352942,20,54,0,15,39,0,18.0,16.06237840420901,34,13,0,5,0,2,0,0,0,0,5.4,10.3072789813801,32,0,22,0,13.5,13.955285736952865
603,16 abr 2020,35,16,21,1.0,21,34,1,14,21,0,11.666666666666664,8.73053390247253,20,10,1,0,0,4,0,0,0,0,3.5,6.2809234989768825,6,0,27,2,8.75,10.755812382149477
604,17 abr 2020,31,13,19,1.0526315789473684,20,29,2,15,16,0,10.333333333333334,7.318166133366716,6,13,2,8,0,2,0,0,0,0,3.1,4.253234063627349,15,0,14,2,7.75,6.796138609534093
605,18 abr 2020,34,12,15,1.1333333333333333,17,32,2,23,11,0,11.333333333333336,9.392668535736913,11,20,0,0,0,3,0,0,0,0,3.4,6.437390775772434,14,6,14,0,8.5,5.8949130612757985
606,19 abr 2020,5,4,4,1.0,4,5,0,2,3,0,1.6666666666666667,1.247219128924647,3,2,0,0,0,0,0,0,0,0,0.5,1.02469507659596,1,0,4,0,1.25,1.6393596310754999
607,20 abr 2020,40,17,22,1.0454545454545454,23,35,5,26,14,0,13.333333333333336,10.624918300339486,11,22,1,2,0,4,0,0,0,0,4.0,6.826419266350405,17,6,17,0,10.0,7.314369419163897
608,21 abr 2020,23,5,11,1.0909090909090908,12,23,0,12,11,0,7.666666666666668,5.436502143433364,11,11,0,0,0,1,0,0,0,0,2.3,4.360045871318326,7,5,10,1,5.75,3.2691742076555053
609,22 abr 2020,22,9,12,1.0,12,22,0,9,13,0,7.333333333333332,5.436502143433364,12,9,1,0,0,0,0,0,0,0,2.2,4.214261501141096,6,4,9,3,5.5,2.29128784747792
610,23 abr 2020,30,11,16,1.125,18,30,0,8,22,0,10.0,9.092121131323903,10,8,11,1,0,0,0,0,0,0,3.0,4.427188724235731,16,3,10,1,7.5,5.937171043518957
611,24 abr 2020,66,19,23,1.173913043478261,27,65,1,34,32,0,22.0,15.57776192739723,25,33,0,0,0,1,0,7,0,0,6.6,11.525623627379124,33,4,23,6,16.5,12.051970793193949
612,25 abr 2020,9,5,9,1.0,9,9,0,7,2,0,3.0,2.943920288775949,2,6,0,0,0,1,0,0,0,0,0.9,1.8138357147217052,2,3,4,0,2.25,1.4790199457749043
613,26 abr 2020,19,10,10,1.0,10,18,1,13,6,0,6.333333333333332,5.312459150169743,6,9,0,0,0,4,0,0,0,0,1.9,3.1128764832546763,7,2,9,1,4.75,3.344772040064913
614,27 abr 2020,37,21,26,1.0384615384615383,27,30,7,13,24,0,12.333333333333336,9.809292646374773,22,11,2,0,0,2,0,0,0,0,3.7,6.9,15,6,14,2,9.25,5.448623679425841
615,28 abr 2020,31,15,20,1.05,21,25,6,12,19,0,10.333333333333334,7.84573486395988,15,12,2,2,0,0,0,0,0,0,3.1,5.300000000000002,9,2,20,0,7.75,7.822243923581007
616,29 abr 2020,29,8,14,1.1428571428571428,16,27,2,16,13,0,9.666666666666666,6.944222218666552,11,15,2,0,0,1,0,0,0,0,2.9,5.166236541235795,13,0,15,1,7.25,6.796138609534093
617,30 abr 2020,12,0,3,1.0,3,12,0,11,1,0,4.0,4.966554808583781,1,11,0,0,0,0,0,0,0,0,1.2,3.2802438933713454,5,0,7,0,3.0,3.0822070014844885
618,1 may 2020,43,9,12,1.0833333333333333,13,41,2,29,14,0,14.333333333333336,11.841546445554409,14,28,0,0,0,1,0,0,0,0,4.3,8.922443611477744,18,4,21,0,10.75,8.926785535678562
619,2 may 2020,18,5,7,1.2857142857142858,9,18,0,14,4,0,6.0,5.887840577551898,4,13,0,0,0,1,0,0,0,0,1.8,3.919183588453085,13,1,4,0,4.5,5.123475382979799
620,3 may 2020,20,4,7,1.0,7,20,0,3,17,0,6.666666666666668,7.4087035902976215,17,3,0,0,0,0,0,0,0,0,2.0,5.079370039680118,4,0,16,0,5.0,6.5574385243019995
621,4 may 2020,35,8,10,1.1,11,33,2,6,29,0,11.666666666666664,12.498888839501786,27,6,0,2,0,0,0,0,0,0,3.5,8.040522371090077,26,0,9,0,8.75,10.615436872781073
622,5 may 2020,30,7,9,1.1111111111111112,10,30,0,10,20,0,10.0,8.16496580927726,20,9,0,0,0,1,0,0,0,0,3.0,6.260990336999412,22,2,6,0,7.5,8.645808232895291
623,6 may 2020,71,23,29,1.1724137931034482,34,70,1,42,29,0,23.66666666666667,17.55625877635159,29,39,0,0,0,3,0,0,0,0,7.1,13.663454907160196,43,0,26,2,17.75,17.80975856096876
624,7 may 2020,46,10,17,1.2352941176470589,21,46,0,23,22,1,15.333333333333336,10.143416036468627,22,17,0,0,0,7,0,0,0,0,4.6,7.812809993849843,42,1,2,1,11.5,17.613914953808536
625,8 may 2020,412,112,125,1.12,140,392,20,155,238,19,137.33333333333334,90.27488884266519,225,127,7,6,0,42,0,0,5,0,41.2,71.8704389857193,284,13,115,0,103.0,113.59357376189905
626,9 may 2020,203,41,51,1.0980392156862746,56,203,0,87,108,8,67.66666666666667,43.052938988593525,108,92,0,0,0,3,0,0,0,0,20.3,40.02011993985026,128,15,60,0,50.75,49.766328978537295
627,10 may 2020,82,21,25,1.12,28,80,2,25,57,0,27.33333333333333,23.32857094256359,55,20,2,0,0,1,0,0,4,0,8.2,16.65412861725284,44,0,38,0,20.5,20.60946384552495
628,11 may 2020,63,11,18,1.1666666666666667,21,62,1,8,55,0,21.0,24.262453846770462,54,8,1,0,0,0,0,0,0,0,6.3,16.075136080294936,54,0,9,0,15.75,22.38721733489895
629,12 may 2020,56,14,17,1.0,17,48,8,20,36,0,18.666666666666668,14.727148022916351,36,20,0,0,0,0,0,0,0,0,5.6,11.757550765359252,44,0,12,0,14.0,18.0
630,13 may 2020,26,11,15,1.0,15,26,0,13,9,4,8.666666666666666,3.681787005729087,9,8,0,0,0,9,0,0,0,0,2.6,3.97994974842648,13,0,13,0,6.5,6.5
631,14 may 2020,27,13,14,1.0714285714285714,15,24,3,8,19,0,9.0,7.788880963698615,19,7,0,0,0,1,0,0,0,0,2.7,5.814636704042653,9,0,17,1,6.75,6.869315832017042
632,15 may 2020,25,8,14,1.0,14,24,1,4,21,0,8.333333333333334,9.10433352249844,21,3,0,0,0,1,0,0,0,0,2.5,6.232976816898968,15,0,8,2,6.25,5.847007781763249
633,16 may 2020,16,5,8,1.125,9,15,1,14,2,0,5.333333333333333,6.18241233033047,2,13,0,0,0,1,0,0,0,0,1.6,3.8522720568516453,9,2,4,1,4.0,3.0822070014844885
634,17 may 2020,12,8,8,1.0,8,10,2,1,11,0,4.0,4.966554808583781,7,1,1,3,0,0,0,0,0,0,1.2,2.135415650406262,9,0,1,2,3.0,3.5355339059327378
635,18 may 2020,38,20,24,1.0416666666666667,25,26,12,1,37,0,12.666666666666664,17.21110752456745,25,1,12,0,0,0,0,0,0,0,3.8,7.909487973314077,14,0,24,0,9.5,10.136567466356649
636,19 may 2020,26,5,11,1.181818181818182,13,26,0,9,17,0,8.666666666666666,6.944222218666552,17,9,0,0,0,0,0,0,0,0,2.6,5.499090833947007,15,1,10,0,6.5,6.264982043070834
637,20 may 2020,37,10,17,1.2352941176470589,21,35,2,13,24,0,12.333333333333336,9.809292646374773,23,13,0,0,1,0,0,0,0,0,3.7,7.497332859090626,17,2,15,3,9.25,6.796138609534093
638,21 may 2020,18,9,10,1.2,12,17,1,11,7,0,6.0,4.546060565661952,7,9,0,0,0,2,0,0,0,0,1.8,3.1874754901018454,9,0,7,2,4.5,3.6400549446402586
639,22 may 2020,30,9,10,1.0,10,23,7,12,18,0,10.0,7.483314773547883,18,10,0,0,0,2,0,0,0,0,3.0,5.813776741499453,19,0,5,6,7.5,7.0178344238091
640,23 may 2020,9,5,9,1.0,9,9,0,3,6,0,3.0,2.449489742783178,5,2,1,0,0,1,0,0,0,0,0.9,1.5132745950421556,3,0,6,0,2.25,2.48746859276655
641,24 may 2020,8,6,7,1.0,7,5,3,8,0,0,2.6666666666666665,3.771236166328253,0,8,0,0,0,0,0,0,0,0,0.8,2.4000000000000004,2,0,3,3,2.0,1.224744871391589
642,25 may 2020,14,6,6,1.1666666666666667,7,13,1,5,9,0,4.666666666666667,3.6817870057290873,9,5,0,0,0,0,0,0,0,0,1.4,2.939387691339813,0,2,11,1,3.5,4.38748219369606
643,26 may 2020,49,19,24,1.125,27,37,12,13,36,0,16.333333333333332,14.884742374510738,36,12,0,0,0,1,0,0,0,0,4.9,10.958558299338467,19,3,18,9,12.25,6.609652033201143
644,27 may 2020,14,5,8,1.0,8,13,1,2,12,0,4.666666666666667,5.2493385826745405,12,2,0,0,0,0,0,0,0,0,1.4,3.5832945734337827,3,0,9,2,3.5,3.3541019662496847
645,28 may 2020,41,7,9,1.1111111111111112,10,17,24,31,10,0,13.666666666666664,12.918548250050735,10,30,0,0,0,1,0,0,0,0,4.1,9.126335518706293,34,0,7,0,10.25,14.00669482783144
646,29 may 2020,6,4,6,1.0,6,5,1,3,3,0,2.0,1.4142135623730951,3,2,0,0,0,1,0,0,0,0,0.6,1.0198039027185568,2,1,3,0,1.5,1.118033988749895
647,30 may 2020,9,4,8,1.0,8,8,1,4,5,0,3.0,2.160246899469287,5,2,0,0,0,2,0,0,0,0,0.9,1.5779733838059498,3,0,6,0,2.25,2.48746859276655
648,31 may 2020,29,7,10,1.4,14,29,0,23,6,0,9.666666666666666,9.741092797468305,6,23,0,0,0,0,0,0,0,0,2.9,6.934695379034325,22,0,5,2,7.25,8.699856320652657
649,1 jun 2020,9,4,6,1.1666666666666667,7,9,0,2,7,0,3.0,2.943920288775949,7,2,0,0,0,0,0,0,0,0,0.9,2.118962010041709,7,1,1,0,2.25,2.7726341266023544
650,2 jun 2020,31,5,10,1.1,11,31,0,8,23,0,10.333333333333334,9.533566430716727,20,8,3,0,0,0,0,0,0,0,3.1,6.139218191268332,20,0,11,0,7.75,8.37779804005802
651,3 jun 2020,33,9,10,1.1,11,27,6,24,9,0,11.0,9.899494936611664,8,24,1,0,0,0,0,0,0,0,3.3,7.294518489934753,23,3,7,0,8.25,8.870597499605086
652,4 jun 2020,6,5,6,1.0,6,6,0,3,3,0,2.0,1.4142135623730951,3,3,0,0,0,0,0,0,0,0,0.6,1.1999999999999995,2,0,4,0,1.5,1.6583123951777
653,5 jun 2020,18,11,12,1.0,12,15,3,10,8,0,6.0,4.320493798938574,8,9,0,0,0,1,0,0,0,0,1.8,3.3704599092705427,2,6,9,1,4.5,3.2015621187164243
654,6 jun 2020,20,4,10,1.1,11,20,0,8,12,0,6.666666666666668,4.988876515698588,12,7,0,0,0,1,0,0,0,0,2.0,3.924283374069717,3,8,9,0,5.0,3.6742346141747673
655,7 jun 2020,23,3,5,1.4,7,23,0,4,19,0,7.666666666666668,8.178562764256865,18,4,1,0,0,0,0,0,0,0,2.3,5.367494760127858,19,0,4,0,5.75,7.822243923581007
656,8 jun 2020,20,11,12,1.0,12,16,4,8,12,0,6.666666666666668,4.988876515698588,12,8,0,0,0,0,0,0,0,0,2.0,4.09878030638384,7,3,9,1,5.0,3.1622776601683795
657,9 jun 2020,12,5,5,1.0,5,12,0,10,2,0,4.0,4.320493798938574,2,10,0,0,0,0,0,0,0,0,1.2,2.9933259094191533,0,5,7,0,3.0,3.0822070014844885
658,10 jun 2020,24,9,13,1.2307692307692308,16,22,2,16,8,0,8.0,6.531972647421807,8,16,0,0,0,0,0,0,0,0,2.4,5.122499389946278,15,4,5,0,6.0,5.522680508593631
659,11 jun 2020,12,6,8,1.0,8,11,1,2,10,0,4.0,4.320493798938574,7,1,2,0,1,1,0,0,0,0,1.2,2.0396078054371136,2,0,9,1,3.0,3.5355339059327378
660,12 jun 2020,8,6,7,1.0,7,5,3,4,4,0,2.6666666666666665,1.8856180831641267,4,3,0,0,0,1,0,0,0,0,0.8,1.4,3,1,4,0,2.0,1.5811388300841898
661,13 jun 2020,15,2,5,1.2,6,15,0,14,1,0,5.0,6.3770421565696624,1,13,0,0,0,1,0,0,0,0,1.5,3.8535697735995385,3,2,10,0,3.75,3.7666297933298414
662,14 jun 2020,15,5,6,1.0,6,12,3,4,11,0,5.0,4.546060565661952,11,3,0,0,0,1,0,0,0,0,1.5,3.293933818400121,11,0,1,3,3.75,4.3229041164476465
663,15 jun 2020,3,2,2,1.0,2,3,0,0,3,0,1.0,1.4142135623730951,3,0,0,0,0,0,0,0,0,0,0.3,0.9,0,0,3,0,0.75,1.299038105676658
664,16 jun 2020,25,6,8,1.0,8,25,0,6,19,0,8.333333333333334,7.930251502246879,19,5,0,0,0,1,0,0,0,0,2.5,5.6964901474504455,6,0,19,0,6.25,7.758060324591451
665,17 jun 2020,23,7,10,1.2,12,20,3,6,17,0,7.666666666666668,7.0395706939809575,8,6,9,0,0,0,0,0,0,0,2.3,3.5791060336346563,12,2,7,2,5.75,4.14578098794425
666,18 jun 2020,14,6,9,1.1111111111111112,10,13,1,2,12,0,4.666666666666667,5.2493385826745405,6,1,5,1,0,1,0,0,0,0,1.4,2.107130750570548,7,0,7,0,3.5,3.5
667,19 jun 2020,11,9,11,1.0,11,9,2,2,9,0,3.6666666666666665,3.858612300930076,8,1,0,1,0,1,0,0,0,0,1.1,2.3430749027719964,2,1,7,1,2.75,2.48746859276655
668,20 jun 2020,5,2,5,1.0,5,3,2,3,2,0,1.6666666666666667,1.247219128924647,2,2,0,0,0,1,0,0,0,0,0.5,0.8062257748298549,1,0,2,2,1.25,0.82915619758885
669,21 jun 2020,6,4,5,1.0,5,5,1,2,4,0,2.0,1.6329931618554518,3,1,1,0,0,1,0,0,0,0,0.6,0.916515138991168,3,1,2,0,1.5,1.118033988749895
670,22 jun 2020,13,8,9,1.0,9,10,3,3,6,4,4.333333333333333,1.247219128924647,4,7,1,0,1,0,0,0,0,0,1.3,2.238302928559939,8,0,2,3,3.25,2.9474565306378993
671,23 jun 2020,8,5,5,1.0,5,7,1,8,0,0,2.6666666666666665,3.771236166328253,0,3,0,0,0,5,0,0,0,0,0.8,1.6613247725836149,1,0,6,1,2.0,2.345207879911715
672,24 jun 2020,4,4,4,1.0,4,3,1,1,3,0,1.3333333333333333,1.247219128924647,3,1,0,0,0,0,0,0,0,0,0.4,0.916515138991168,1,0,3,0,1.0,1.224744871391589
673,25 jun 2020,27,7,9,1.1111111111111112,10,26,1,9,18,0,9.0,7.3484692283495345,16,9,2,0,0,0,0,0,0,0,2.7,5.177837386399848,4,1,21,1,6.75,8.317902379807062
674,26 jun 2020,21,5,10,1.1,11,20,1,11,10,0,7.0,4.966554808583781,10,10,0,0,0,1,0,0,0,0,2.1,3.961060464067672,15,0,6,0,5.25,6.139014578904338
675,27 jun 2020,13,4,8,1.0,8,13,0,7,6,0,4.333333333333333,3.0912061651652345,6,6,0,0,0,1,0,0,0,0,1.3,2.368543856465402,9,0,4,0,3.25,3.6996621467371855
676,28 jun 2020,21,5,8,1.25,10,20,1,11,10,0,7.0,4.966554808583781,10,11,0,0,0,0,0,0,0,0,2.1,4.2059481689626175,12,5,2,2,5.25,4.085033659592049
677,29 jun 2020,28,6,7,1.1428571428571428,8,26,2,5,23,0,9.333333333333334,9.877021593352703,21,5,0,2,0,0,0,0,0,0,2.8,6.257795138864803,23,0,5,0,7.0,9.460443964212251
678,30 jun 2020,3,3,3,1.0,3,2,1,1,2,0,1.0,0.8164965809277259,2,1,0,0,0,0,0,0,0,0,0.3,0.6403124237432848,2,1,0,0,0.75,0.82915619758885
679,1 jul 2020,21,5,7,1.2857142857142858,9,20,1,1,16,4,7.0,6.4807406984078595,15,5,0,1,0,0,0,0,0,0,2.1,4.548626166217663,9,0,12,0,5.25,5.3560713214071365
680,2 jul 2020,11,5,8,1.0,8,11,0,2,9,0,3.6666666666666665,3.858612300930076,9,2,0,0,0,0,0,0,0,0,1.1,2.6999999999999997,6,0,5,0,2.75,2.7726341266023544
681,3 jul 2020,21,5,7,1.4285714285714286,10,20,1,18,3,0,7.0,7.874007874011811,3,17,0,0,0,1,0,0,0,0,2.1,5.048762224545737,12,4,5,0,5.25,4.3229041164476465
682,4 jul 2020,6,3,4,1.0,4,6,0,6,0,0,2.0,2.8284271247461903,0,5,0,0,0,1,0,0,0,0,0.6,1.4966629547095764,4,0,2,0,1.5,1.6583123951777
683,5 jul 2020,8,3,3,1.0,3,8,0,3,5,0,2.6666666666666665,2.0548046676563256,5,3,0,0,0,0,0,0,0,0,0.8,1.6613247725836149,2,0,6,0,2.0,2.449489742783178
684,6 jul 2020,16,4,6,1.1666666666666667,7,15,1,1,15,0,5.333333333333333,6.847546194724712,14,1,0,1,0,0,0,0,0,0,1.6,4.1521078984053394,12,0,4,0,4.0,4.898979485566356
685,7 jul 2020,3,3,3,1.0,3,3,0,1,2,0,1.0,0.8164965809277259,2,1,0,0,0,0,0,0,0,0,0.3,0.6403124237432848,1,0,2,0,0.75,0.82915619758885
686,8 jul 2020,25,3,6,1.3333333333333333,8,25,0,1,24,0,8.333333333333334,11.08552609887726,24,0,0,0,0,1,0,0,0,0,2.5,7.172865536171718,8,2,15,0,6.25,5.847007781763249
687,10 jul 2020,7,5,6,1.0,6,2,5,5,2,0,2.333333333333333,2.0548046676563256,2,4,0,0,0,1,0,0,0,0,0.7,1.2688577540449522,1,0,6,0,1.75,2.48746859276655
688,11 jul 2020,3,2,3,1.0,3,3,0,2,1,0,1.0,0.8164965809277259,1,1,0,0,0,1,0,0,0,0,0.3,0.4582575694955841,1,0,2,0,0.75,0.82915619758885
689,12 jul 2020,8,3,5,1.0,5,8,0,4,4,0,2.6666666666666665,1.8856180831641267,4,4,0,0,0,0,0,0,0,0,0.8,1.6000000000000003,5,1,1,1,2.0,1.7320508075688772
690,13 jul 2020,24,6,6,1.0,6,24,0,2,22,0,8.0,9.933109617167561,22,2,0,0,0,0,0,0,0,0,2.4,6.560487786742692,15,0,9,0,6.0,6.363961030678928
691,14 jul 2020,10,4,4,1.0,4,10,0,0,10,0,3.333333333333333,4.714045207910317,4,0,0,6,0,0,0,0,0,0,1.0,2.04939015319192,8,0,2,0,2.5,3.2787192621509997
692,15 jul 2020,6,3,3,1.0,3,6,0,2,4,0,2.0,1.6329931618554518,4,2,0,0,0,0,0,0,0,0,0.6,1.2806248474865696,0,1,5,0,1.5,2.0615528128088303
693,16 jul 2020,8,7,7,1.0,7,6,2,3,5,0,2.6666666666666665,2.0548046676563256,4,2,1,0,0,1,0,0,0,0,0.8,1.2489995996796797,2,0,5,1,2.0,1.8708286933869709
694,17 jul 2020,6,5,5,1.0,5,5,1,3,3,0,2.0,1.4142135623730951,3,1,0,0,0,1,1,0,0,0,0.6,0.916515138991168,3,0,3,0,1.5,1.5
695,18 jul 2020,5,4,5,1.0,5,5,0,2,3,0,1.6666666666666667,1.247219128924647,3,1,0,0,0,1,0,0,0,0,0.5,0.9219544457292888,2,0,3,0,1.25,1.299038105676658
696,19 jul 2020,1,1,1,1.0,1,1,0,1,0,0,0.3333333333333333,0.4714045207910317,0,1,0,0,0,0,0,0,0,0,0.1,0.30000000000000004,0,0,1,0,0.25,0.4330127018922193
697,20 jul 2020,2,1,1,1.0,1,2,0,0,2,0,0.6666666666666666,0.9428090415820634,2,0,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,0,0,2,0,0.5,0.8660254037844386
698,21 jul 2020,10,5,6,1.0,6,10,0,4,6,0,3.333333333333333,2.494438257849294,6,4,0,0,0,0,0,0,0,0,1.0,2.04939015319192,7,0,1,2,2.5,2.6925824035672523
699,22 jul 2020,6,4,4,1.0,4,6,0,0,6,0,2.0,2.8284271247461903,5,0,0,1,0,0,0,0,0,0,0.6,1.4966629547095764,5,0,1,0,1.5,2.0615528128088303
700,23 jul 2020,2,1,1,1.0,1,2,0,0,2,0,0.6666666666666666,0.9428090415820634,0,0,0,2,0,0,0,0,0,0,0.2,0.6000000000000001,2,0,0,0,0.5,0.8660254037844386
701,24 jul 2020,12,3,5,1.2,6,11,1,2,10,0,4.0,4.320493798938574,10,1,0,0,0,1,0,0,0,0,1.2,2.9597297173897488,11,0,1,0,3.0,4.636809247747852
702,25 jul 2020,21,4,5,1.2,6,21,0,1,20,0,7.0,9.201449161228174,20,1,0,0,0,0,0,0,0,0,2.1,5.97411081249754,14,0,7,0,5.25,5.804093383121951
703,26 jul 2020,4,2,3,1.0,3,4,0,0,4,0,1.3333333333333333,1.8856180831641267,3,0,0,1,0,0,0,0,0,0,0.4,0.916515138991168,2,0,2,0,1.0,1.0
704,27 jul 2020,12,6,7,1.0,7,12,0,4,8,0,4.0,3.2659863237109037,5,4,3,0,0,0,0,0,0,0,1.2,1.8867962264113207,7,0,5,0,3.0,3.0822070014844885
705,28 jul 2020,7,2,4,1.0,4,6,1,5,2,0,2.333333333333333,2.0548046676563256,2,4,0,0,0,1,0,0,0,0,0.7,1.2688577540449522,5,1,1,0,1.75,1.9202864369671517
706,29 jul 2020,7,3,4,1.0,4,6,1,3,4,0,2.333333333333333,1.699673171197595,2,3,0,2,0,0,0,0,0,0,0.7,1.1,5,2,0,0,1.75,2.0463381929681126
707,30 jul 2020,12,6,7,1.0,7,10,2,3,9,0,4.0,3.741657386773941,9,3,0,0,0,0,0,0,0,0,1.2,2.749545416973504,1,0,11,0,3.0,4.636809247747852
708,31 jul 2020,8,6,7,1.0,7,7,1,3,5,0,2.6666666666666665,2.0548046676563256,5,2,0,0,0,1,0,0,0,0,0.8,1.5362291495737217,2,0,6,0,2.0,2.449489742783178
709,1 ago 2020,17,3,5,1.8,9,13,4,15,2,0,5.666666666666668,6.649979114419999,2,11,0,0,0,4,0,0,0,0,1.7,3.348133808556642,6,5,6,0,4.25,2.48746859276655
710,2 ago 2020,2,1,2,1.0,2,0,2,1,1,0,0.6666666666666666,0.4714045207910317,0,1,0,1,0,0,0,0,0,0,0.2,0.4000000000000001,1,0,1,0,0.5,0.5
711,3 ago 2020,7,6,7,1.0,7,7,0,3,4,0,2.333333333333333,1.699673171197595,4,3,0,0,0,0,0,0,0,0,0.7,1.4177446878757822,4,0,3,0,1.75,1.7853571071357126
712,4 ago 2020,14,5,8,1.125,9,14,0,2,12,0,4.666666666666667,5.2493385826745405,12,2,0,0,0,0,0,0,0,0,1.4,3.5832945734337827,8,0,6,0,3.5,3.570714214271425
713,5 ago 2020,22,7,11,1.181818181818182,13,22,0,8,14,0,7.333333333333332,5.734883511361751,14,8,0,0,0,0,0,0,0,0,2.2,4.6000000000000005,9,1,12,0,5.5,5.123475382979799
714,6 ago 2020,27,9,12,1.0833333333333333,13,25,2,8,19,0,9.0,7.788880963698615,7,8,12,0,0,0,0,0,0,0,2.7,4.290687590584986,20,0,7,0,6.75,8.166241485530538
715,7 ago 2020,14,4,5,1.2,6,13,1,11,3,0,4.666666666666667,4.642796092394708,3,10,0,0,0,1,0,0,0,0,1.4,3.006659275674581,12,0,2,0,3.5,4.9749371855331
716,8 ago 2020,8,2,4,1.0,4,8,0,6,2,0,2.6666666666666665,2.494438257849294,2,5,0,0,0,1,0,0,0,0,0.8,1.5362291495737217,0,0,8,0,2.0,3.4641016151377544
717,9 ago 2020,23,6,6,1.0,6,21,2,19,4,0,7.666666666666668,8.178562764256865,4,12,0,0,0,7,0,0,0,0,2.3,3.9509492530276815,2,0,21,0,5.75,8.842369591913695
718,10 ago 2020,38,14,15,1.2,18,36,2,14,24,0,12.666666666666664,9.843215373488931,16,13,0,8,0,1,0,0,0,0,3.8,5.8787753826796285,30,2,6,0,9.5,12.031209415515963
719,11 ago 2020,40,13,16,1.0625,17,31,9,23,17,0,13.333333333333336,9.741092797468305,17,23,0,0,0,0,0,0,0,0,4.0,8.1117199162693,5,6,28,1,10.0,10.559356040971435
720,12 ago 2020,21,4,6,2.0,12,21,0,9,12,0,7.0,5.0990195135927845,10,9,2,0,0,0,0,0,0,0,2.1,3.7536648758246915,3,0,18,0,5.25,7.46240577829965
721,13 ago 2020,21,8,15,1.0,15,21,0,5,16,0,7.0,6.683312551921141,14,5,2,0,0,0,0,0,0,0,2.1,4.253234063627347,5,0,16,0,5.25,6.5335671726859905
722,14 ago 2020,16,8,8,1.125,9,15,1,3,13,0,5.333333333333333,5.557777333511021,12,2,0,1,0,1,0,0,0,0,1.6,3.5270384177096803,13,0,3,0,4.0,5.338539126015656
723,15 ago 2020,10,1,4,1.0,4,10,0,1,9,0,3.333333333333333,4.027681991198191,9,0,0,0,0,1,0,0,0,0,1.0,2.683281572999748,0,0,10,0,2.5,4.330127018922194
724,16 ago 2020,3,2,3,1.0,3,3,0,1,2,0,1.0,0.8164965809277259,2,1,0,0,0,0,0,0,0,0,0.3,0.6403124237432848,1,0,2,0,0.75,0.82915619758885
725,17 ago 2020,4,3,3,1.3333333333333333,4,4,0,0,4,0,1.3333333333333333,1.8856180831641267,4,0,0,0,0,0,0,0,0,0,0.4,1.2000000000000002,3,0,1,0,1.0,1.224744871391589
726,18 ago 2020,13,2,7,1.1428571428571428,8,9,4,4,9,0,4.333333333333333,3.6817870057290873,5,4,0,4,0,0,0,0,0,0,1.3,2.0024984394500787,2,0,11,0,3.25,4.548351349665063
